token,removed_token_count,token_appearance_count,relative_removal
really,224,970,0.2309278350515464
see,222,1049,0.21163012392755004
h,221,508,0.43503937007874016
seen,219,542,0.4040590405904059
c,218,452,0.4823008849557522
made,216,736,0.29347826086956524
after,216,673,0.3209509658246657
any,214,728,0.29395604395604397
m,210,421,0.498812351543943
many,204,578,0.35294117647058826
f,199,395,0.5037974683544304
t,196,486,0.40329218106995884
ing,196,469,0.417910447761194
how,196,762,0.2572178477690289
because,196,687,0.2852983988355167
characters,195,722,0.27008310249307477
back,195,487,0.4004106776180698
will,193,968,0.1993801652892562
plot,191,614,0.31107491856677527
over,191,673,0.2838038632986627
w,190,380,0.5
being,189,647,0.2921174652241113
go,189,567,0.3333333333333333
ed,185,463,0.39956803455723544
me,185,920,0.20108695652173914
fact,184,348,0.5287356321839081
where,183,596,0.3070469798657718
people,181,814,0.22235872235872237
great,181,777,0.23294723294723294
k,179,408,0.4387254901960784
however,179,317,0.5646687697160884
little,179,598,0.2993311036789298
these,178,528,0.3371212121212121
j,178,336,0.5297619047619048
years,176,385,0.45714285714285713
--,175,386,0.4533678756476684
character,170,579,0.29360967184801384
does,169,521,0.32437619961612285
st,169,325,0.52
watch,169,732,0.23087431693989072
think,167,610,0.27377049180327867
could,166,651,0.25499231950844853
going,166,379,0.43799472295514513
did,165,496,0.3326612903225806
y,164,602,0.2724252491694352
action,164,376,0.43617021276595747
such,163,463,0.35205183585313177
love,162,606,0.26732673267326734
same,161,400,0.4025
off,159,620,0.2564516129032258
p,159,406,0.3916256157635468
here,158,525,0.30095238095238097
o,157,425,0.36941176470588233
am,157,363,0.4325068870523416
its,156,932,0.16738197424892703
end,153,547,0.2797074954296161
part,151,382,0.39528795811518325
two,151,663,0.2277526395173454
life,150,587,0.2555366269165247
cast,150,357,0.42016806722689076
:,147,934,0.15738758029978586
r,147,408,0.3602941176470588
course,146,252,0.5793650793650794
still,145,520,0.27884615384615385
best,145,629,0.23052464228934816
ly,144,477,0.3018867924528302
n,143,363,0.3939393939393939
screen,143,254,0.562992125984252
though,142,441,0.3219954648526077
&,140,345,0.4057971014492754
""".",140,240,0.5833333333333334
let,140,284,0.49295774647887325
minutes,139,281,0.49466192170818507
new,139,404,0.34405940594059403
scene,138,488,0.2827868852459016
makes,138,430,0.3209302325581395
now,137,414,0.3309178743961353
thing,136,428,0.3177570093457944
bit,135,278,0.4856115107913669
un,135,255,0.5294117647058824
seems,135,371,0.3638814016172507
those,135,447,0.30201342281879195
lot,135,341,0.39589442815249265
v,135,301,0.4485049833887043
e,134,341,0.39296187683284456
quite,134,351,0.3817663817663818
look,133,420,0.31666666666666665
u,133,269,0.4944237918215613
role,131,311,0.4212218649517685
th,130,206,0.6310679611650486
real,129,455,0.2835164835164835
scenes,129,523,0.24665391969407266
al,127,270,0.4703703703703704
my,127,1053,0.12060778727445394
bad,126,895,0.14078212290502792
own,125,328,0.38109756097560976
enough,124,320,0.3875
far,123,313,0.3929712460063898
've,123,421,0.2921615201900237
show,123,478,0.25732217573221755
before,122,411,0.29683698296836986
re,120,264,0.45454545454545453
only,119,1060,0.11226415094339623
able,119,295,0.4033898305084746
old,119,390,0.30512820512820515
while,118,550,0.21454545454545454
nothing,116,360,0.32222222222222224
ever,115,531,0.21657250470809794
ch,115,262,0.4389312977099237
few,115,409,0.28117359413202936
least,113,292,0.386986301369863
us,113,405,0.27901234567901234
something,113,433,0.26096997690531176
er,113,304,0.3717105263157895
ie,112,295,0.37966101694915255
pretty,111,333,0.3333333333333333
find,111,378,0.29365079365079366
know,111,481,0.23076923076923078
through,111,400,0.2775
watching,110,413,0.26634382566585957
en,110,231,0.47619047619047616
whole,110,262,0.4198473282442748
big,110,298,0.3691275167785235
sp,109,175,0.6228571428571429
come,108,321,0.3364485981308411
between,108,301,0.3588039867109635
right,107,332,0.32228915662650603
better,106,553,0.19168173598553345
director,105,447,0.2348993288590604
comes,105,276,0.3804347826086957
take,104,368,0.2826086956521739
ar,104,216,0.48148148148148145
say,103,486,0.21193415637860083
why,103,375,0.27466666666666667
down,103,385,0.2675324675324675
yet,102,290,0.35172413793103446
point,102,302,0.33774834437086093
war,102,224,0.45535714285714285
""",",102,290,0.35172413793103446
sh,101,214,0.4719626168224299
young,100,402,0.24875621890547264
work,99,404,0.24504950495049505
'm,96,383,0.2506527415143603
dead,96,207,0.463768115942029
help,95,213,0.4460093896713615
home,94,215,0.4372093023255814
".""",94,173,0.5433526011560693
isn,94,325,0.28923076923076924
place,94,248,0.3790322580645161
job,94,212,0.44339622641509435
year,94,209,0.44976076555023925
american,93,235,0.39574468085106385
should,93,430,0.21627906976744185
done,93,285,0.3263157894736842
star,93,210,0.44285714285714284
ab,91,151,0.6026490066225165
horror,91,372,0.2446236559139785
doesn,91,420,0.21666666666666667
kind,91,228,0.3991228070175439
sl,91,132,0.6893939393939394
night,91,227,0.4008810572687225
series,90,293,0.30716723549488056
im,90,156,0.5769230769230769
both,90,331,0.2719033232628399
away,89,260,0.3423076923076923
during,89,206,0.4320388349514563
rather,88,295,0.2983050847457627
de,88,153,0.5751633986928104
actually,88,320,0.275
set,88,217,0.4055299539170507
another,88,379,0.23218997361477572
gets,87,306,0.28431372549019607
original,87,311,0.2797427652733119
goes,87,244,0.35655737704918034
men,87,235,0.3702127659574468
last,86,267,0.32209737827715357
almost,86,285,0.3017543859649123
anything,86,241,0.35684647302904565
play,85,231,0.36796536796536794
z,85,238,0.35714285714285715
actors,85,364,0.23351648351648352
guy,85,260,0.3269230769230769
car,85,197,0.43147208121827413
co,85,133,0.6390977443609023
world,84,381,0.2204724409448819
effects,84,209,0.4019138755980861
le,84,183,0.45901639344262296
..,84,128,0.65625
every,82,359,0.22841225626740946
played,82,215,0.3813953488372093
house,81,211,0.38388625592417064
school,81,168,0.48214285714285715
father,81,252,0.32142857142857145
may,81,345,0.23478260869565218
making,80,291,0.27491408934707906
money,80,204,0.39215686274509803
es,80,236,0.3389830508474576
ers,79,250,0.316
didn,79,308,0.2564935064935065
around,79,342,0.2309941520467836
under,78,191,0.4083769633507853
audience,78,190,0.4105263157894737
found,77,227,0.3392070484581498
want,76,326,0.2331288343558282
else,76,185,0.41081081081081083
got,76,255,0.2980392156862745
red,76,202,0.37623762376237624
're,75,381,0.1968503937007874
town,75,137,0.5474452554744526
family,75,259,0.28957528957528955
girl,75,272,0.2757352941176471
rest,75,171,0.43859649122807015
woman,74,278,0.26618705035971224
things,74,306,0.24183006535947713
together,74,201,0.3681592039800995
full,74,152,0.4868421052631579
ies,73,195,0.37435897435897436
less,73,259,0.28185328185328185
day,72,279,0.25806451612903225
half,72,185,0.3891891891891892
times,72,288,0.25
hard,71,232,0.30603448275862066
either,71,162,0.4382716049382716
sense,71,250,0.284
sure,70,264,0.26515151515151514
probably,70,271,0.25830258302583026
se,70,118,0.5932203389830508
watched,70,178,0.39325842696629215
instead,70,226,0.30973451327433627
mr,69,143,0.4825174825174825
main,69,196,0.3520408163265306
sort,69,136,0.5073529411764706
etc,69,94,0.7340425531914894
ant,69,113,0.6106194690265486
fl,68,120,0.5666666666666667
never,68,572,0.11888111888111888
id,68,122,0.5573770491803278
lead,68,104,0.6538461538461539
head,68,179,0.37988826815642457
long,67,291,0.23024054982817868
ad,67,122,0.5491803278688525
'll,67,310,0.2161290322580645
use,67,163,0.4110429447852761
saw,66,218,0.30275229357798167
book,66,203,0.3251231527093596
age,66,173,0.3815028901734104
having,66,225,0.29333333333333333
give,66,331,0.19939577039274925
case,66,151,0.4370860927152318
true,66,220,0.3
side,66,169,0.3905325443786982
plays,66,212,0.3113207547169811
act,65,141,0.46099290780141844
takes,65,231,0.2813852813852814
since,65,248,0.2620967741935484
son,65,159,0.4088050314465409
pl,64,99,0.6464646464646465
seem,64,222,0.2882882882882883
black,64,217,0.29493087557603687
fun,64,296,0.21621621621621623
reason,64,211,0.3033175355450237
ent,64,118,0.5423728813559322
ex,64,118,0.5423728813559322
cl,64,107,0.5981308411214953
used,63,172,0.36627906976744184
wasn,63,177,0.3559322033898305
el,63,149,0.4228187919463087
top,62,166,0.37349397590361444
run,62,137,0.45255474452554745
sc,62,115,0.5391304347826087
along,62,166,0.37349397590361444
different,62,225,0.27555555555555555
each,61,244,0.25
everything,61,219,0.2785388127853881
boy,61,158,0.3860759493670886
thought,61,263,0.23193916349809887
blood,61,151,0.40397350993377484
early,60,160,0.375
performance,60,249,0.24096385542168675
won,60,153,0.39215686274509803
ag,60,94,0.6382978723404256
small,59,172,0.3430232558139535
your,59,642,0.09190031152647975
face,59,177,0.3333333333333333
must,59,290,0.20344827586206896
put,59,228,0.25877192982456143
ist,58,129,0.4496124031007752
est,58,112,0.5178571428571429
style,58,162,0.35802469135802467
il,58,100,0.58
ann,58,75,0.7733333333333333
written,58,181,0.32044198895027626
....,57,130,0.43846153846153846
especially,57,240,0.2375
oh,57,128,0.4453125
high,57,200,0.285
middle,57,102,0.5588235294117647
ne,57,112,0.5089285714285714
again,56,364,0.15384615384615385
king,56,139,0.4028776978417266
later,56,213,0.26291079812206575
lives,56,148,0.3783783783783784
.),56,80,0.7
believe,55,195,0.28205128205128205
looks,55,216,0.25462962962962965
title,55,135,0.4074074074074074
tv,55,192,0.2864583333333333
john,55,182,0.3021978021978022
might,54,244,0.22131147540983606
idea,54,156,0.34615384615384615
budget,54,183,0.29508196721311475
couple,54,148,0.36486486486486486
video,54,139,0.38848920863309355
ke,54,97,0.5567010309278351
shot,54,177,0.3050847457627119
friends,54,191,0.28272251308900526
ness,54,122,0.4426229508196721
live,54,171,0.3157894736842105
suspense,54,92,0.5869565217391305
lost,54,165,0.32727272727272727
try,54,165,0.32727272727272727
'd,53,193,0.27461139896373055
script,53,304,0.17434210526315788
version,53,142,0.3732394366197183
feel,53,288,0.1840277777777778
cinem,53,122,0.4344262295081967
bl,53,124,0.4274193548387097
dr,53,115,0.4608695652173913
line,52,222,0.23423423423423423
ash,52,85,0.611764705882353
friend,52,123,0.42276422764227645
special,52,195,0.26666666666666666
completely,52,169,0.3076923076923077
care,52,122,0.4262295081967213
late,52,122,0.4262295081967213
given,52,159,0.3270440251572327
ung,52,93,0.5591397849462365
read,51,174,0.29310344827586204
until,51,144,0.3541666666666667
mean,51,116,0.4396551724137931
dvd,51,206,0.24757281553398058
went,51,121,0.4214876033057851
ol,51,83,0.6144578313253012
wife,51,164,0.31097560975609756
person,51,141,0.3617021276595745
happen,51,94,0.5425531914893617
once,50,241,0.2074688796680498
ish,50,134,0.373134328358209
music,50,285,0.17543859649122806
worth,50,263,0.19011406844106463
interesting,50,282,0.1773049645390071
tr,50,90,0.5555555555555556
ast,50,84,0.5952380952380952
came,50,144,0.3472222222222222
gr,50,84,0.5952380952380952
fight,50,129,0.3875968992248062
absolutely,49,141,0.3475177304964539
looking,49,226,0.2168141592920354
short,49,192,0.2552083333333333
um,49,88,0.5568181818181818
sex,49,159,0.3081761006289308
others,49,153,0.3202614379084967
our,49,275,0.1781818181818182
!),49,61,0.8032786885245902
tell,49,158,0.310126582278481
without,49,290,0.16896551724137931
start,49,181,0.27071823204419887
final,49,139,0.35251798561151076
name,49,137,0.35766423357664234
become,49,127,0.3858267716535433
kill,48,130,0.36923076923076925
turn,48,133,0.3609022556390977
viewer,48,126,0.38095238095238093
women,48,180,0.26666666666666666
!!,48,99,0.48484848484848486
mind,48,194,0.24742268041237114
add,48,94,0.5106382978723404
trying,47,210,0.22380952380952382
problem,47,124,0.3790322580645161
three,47,215,0.2186046511627907
os,47,117,0.4017094017094017
ur,47,69,0.6811594202898551
death,47,166,0.28313253012048195
ic,47,137,0.34306569343065696
throughout,47,129,0.3643410852713178
left,47,192,0.24479166666666666
front,47,67,0.7014925373134329
ay,47,104,0.4519230769230769
keep,47,147,0.3197278911564626
second,46,169,0.27218934911242604
despite,46,163,0.2822085889570552
seeing,46,207,0.2222222222222222
ity,46,112,0.4107142857142857
level,46,88,0.5227272727272727
human,46,147,0.3129251700680272
heart,46,160,0.2875
actor,46,194,0.23711340206185566
em,46,91,0.5054945054945055
killer,46,130,0.35384615384615387
con,46,89,0.5168539325842697
cr,46,64,0.71875
gives,45,163,0.27607361963190186
ok,45,108,0.4166666666666667
ill,45,98,0.45918367346938777
next,45,178,0.25280898876404495
becomes,45,159,0.2830188679245283
shows,45,201,0.22388059701492538
group,44,106,0.41509433962264153
gore,44,119,0.3697478991596639
aw,44,85,0.5176470588235295
movies,44,601,0.07321131447587355
dis,44,79,0.5569620253164557
himself,44,198,0.2222222222222222
certainly,44,119,0.3697478991596639
chance,44,113,0.3893805309734513
ard,44,96,0.4583333333333333
bo,44,143,0.3076923076923077
3,43,186,0.23118279569892472
fan,43,171,0.25146198830409355
doing,43,146,0.2945205479452055
appears,43,94,0.4574468085106383
ind,43,69,0.6231884057971014
simple,43,105,0.4095238095238095
ram,43,122,0.3524590163934426
master,43,90,0.4777777777777778
falls,42,95,0.4421052631578947
viewers,42,85,0.49411764705882355
getting,42,132,0.3181818181818182
beautiful,42,205,0.2048780487804878
kids,42,171,0.24561403508771928
art,42,172,0.2441860465116279
child,42,124,0.3387096774193548
within,42,85,0.49411764705882355
te,42,87,0.4827586206896552
itself,42,145,0.2896551724137931
opening,41,92,0.44565217391304346
2,41,252,0.1626984126984127
soon,41,139,0.2949640287769784
ous,41,96,0.4270833333333333
pe,41,64,0.640625
low,41,171,0.23976608187134502
already,41,120,0.3416666666666667
happens,41,88,0.4659090909090909
anyway,41,122,0.3360655737704918
moments,41,175,0.2342857142857143
maybe,41,209,0.19617224880382775
",""",41,116,0.35344827586206895
hit,41,112,0.36607142857142855
french,41,104,0.3942307692307692
od,41,72,0.5694444444444444
simply,41,183,0.22404371584699453
com,41,93,0.44086021505376344
gang,41,93,0.44086021505376344
close,40,117,0.3418803418803419
ty,40,105,0.38095238095238093
worst,40,220,0.18181818181818182
et,40,98,0.40816326530612246
anyone,40,215,0.18604651162790697
perfect,40,199,0.20100502512562815
hours,40,81,0.49382716049382713
istic,40,81,0.49382716049382713
qu,40,74,0.5405405405405406
comedy,40,273,0.14652014652014653
somewhat,40,109,0.3669724770642202
stop,40,116,0.3448275862068966
said,40,163,0.24539877300613497
self,40,117,0.3418803418803419
matter,40,89,0.449438202247191
mother,40,153,0.26143790849673204
among,40,67,0.5970149253731343
general,40,63,0.6349206349206349
ha,40,82,0.4878048780487805
playing,39,145,0.2689655172413793
york,39,69,0.5652173913043478
save,39,100,0.39
bring,39,85,0.4588235294117647
based,39,122,0.319672131147541
ir,39,86,0.45348837209302323
james,39,79,0.4936708860759494
david,39,98,0.3979591836734694
whose,39,105,0.37142857142857144
win,39,79,0.4936708860759494
none,39,82,0.47560975609756095
ia,39,104,0.375
picture,39,139,0.2805755395683453
mar,39,93,0.41935483870967744
involved,39,102,0.38235294117647056
hollywood,39,157,0.2484076433121019
"!""",39,64,0.609375
although,38,227,0.16740088105726872
ud,38,60,0.6333333333333333
guys,38,119,0.31932773109243695
ending,38,216,0.17592592592592593
past,38,121,0.3140495867768595
beat,38,80,0.475
piece,38,164,0.23170731707317074
ate,38,88,0.4318181818181818
ways,38,109,0.3486238532110092
dark,38,158,0.24050632911392406
kid,38,116,0.3275862068965517
sequences,38,88,0.4318181818181818
body,38,94,0.40425531914893614
ass,38,64,0.59375
land,38,81,0.4691358024691358
ve,38,55,0.6909090909090909
sw,38,51,0.7450980392156863
turns,38,131,0.2900763358778626
indeed,38,77,0.4935064935064935
voice,37,98,0.37755102040816324
lines,37,148,0.25
'.,37,73,0.5068493150684932
air,37,97,0.38144329896907214
expect,37,109,0.3394495412844037
wants,37,108,0.3425925925925926
ens,37,54,0.6851851851851852
daughter,37,105,0.3523809523809524
cat,37,93,0.3978494623655914
manages,37,67,0.5522388059701493
jack,37,94,0.39361702127659576
happened,37,81,0.4567901234567901
van,37,62,0.5967741935483871
someone,36,169,0.21301775147928995
str,36,63,0.5714285714285714
miss,36,110,0.32727272727272727
acted,36,57,0.631578947368421
eyes,36,108,0.3333333333333333
dialogue,36,167,0.2155688622754491
hero,36,109,0.3302752293577982
fall,36,86,0.4186046511627907
sit,36,69,0.5217391304347826
hell,36,92,0.391304347826087
killed,36,102,0.35294117647058826
truly,36,175,0.2057142857142857
finally,36,143,0.2517482517482518
plenty,36,69,0.5217391304347826
awful,35,146,0.23972602739726026
roles,35,102,0.3431372549019608
husband,35,84,0.4166666666666667
nice,35,158,0.22151898734177214
camera,35,170,0.20588235294117646
view,35,102,0.3431372549019608
films,35,718,0.04874651810584958
leads,35,78,0.44871794871794873
bunch,35,68,0.5147058823529411
need,35,149,0.2348993288590604
always,35,293,0.11945392491467577
english,35,87,0.40229885057471265
bill,35,79,0.4430379746835443
mor,35,51,0.6862745098039216
working,35,72,0.4861111111111111
wh,35,71,0.49295774647887325
sub,35,78,0.44871794871794873
per,35,101,0.3465346534653465
viewing,35,82,0.4268292682926829
stars,35,164,0.21341463414634146
train,35,55,0.6363636363636364
ma,35,93,0.3763440860215054
om,35,79,0.4430379746835443
op,35,79,0.4430379746835443
wood,35,84,0.4166666666666667
brother,35,96,0.3645833333333333
opinion,35,81,0.43209876543209874
super,35,67,0.5223880597014925
ob,35,59,0.5932203389830508
order,35,87,0.40229885057471265
ut,35,53,0.660377358490566
pre,35,66,0.5303030303030303
attempt,34,99,0.3434343434343434
further,34,73,0.4657534246575342
excellent,34,183,0.18579234972677597
stupid,34,155,0.21935483870967742
modern,34,98,0.3469387755102041
pure,34,62,0.5483870967741935
white,34,137,0.24817518248175183
lots,34,65,0.5230769230769231
feature,34,86,0.3953488372093023
city,34,101,0.33663366336633666
seemed,34,118,0.288135593220339
five,34,84,0.40476190476190477
today,34,121,0.2809917355371901
office,34,74,0.4594594594594595
british,34,89,0.38202247191011235
often,34,153,0.2222222222222222
obviously,34,105,0.3238095238095238
career,34,101,0.33663366336633666
relationship,34,83,0.40963855421686746
ou,34,55,0.6181818181818182
robert,34,89,0.38202247191011235
managed,34,48,0.7083333333333334
har,34,74,0.4594594594594595
sad,34,114,0.2982456140350877
ter,33,85,0.38823529411764707
10,33,392,0.08418367346938775
wrong,33,165,0.2
south,33,47,0.7021276595744681
perhaps,33,159,0.20754716981132076
girls,33,125,0.264
20,33,87,0.3793103448275862
mad,33,88,0.375
ings,33,74,0.44594594594594594
nor,33,80,0.4125
minute,33,80,0.4125
ates,33,69,0.4782608695652174
ler,33,76,0.4342105263157895
production,33,154,0.21428571428571427
ated,33,73,0.4520547945205479
shots,33,77,0.42857142857142855
ver,33,63,0.5238095238095238
poor,33,173,0.1907514450867052
deep,33,66,0.5
lo,33,54,0.6111111111111112
overall,32,196,0.16326530612244897
1,32,178,0.1797752808988764
type,32,99,0.32323232323232326
walk,32,67,0.47761194029850745
zombie,32,91,0.3516483516483517
themselves,32,123,0.2601626016260163
follow,32,84,0.38095238095238093
entire,32,108,0.2962962962962963
remember,32,152,0.21052631578947367
ian,32,107,0.29906542056074764
les,32,68,0.47058823529411764
against,32,117,0.27350427350427353
law,32,68,0.47058823529411764
unfortunately,32,109,0.29357798165137616
gave,32,102,0.3137254901960784
ap,32,66,0.48484848484848486
ism,32,93,0.34408602150537637
ig,32,51,0.6274509803921569
ones,32,107,0.29906542056074764
beginning,32,141,0.22695035460992907
ri,32,45,0.7111111111111111
strong,32,120,0.26666666666666666
definitely,32,164,0.1951219512195122
hand,32,113,0.2831858407079646
evil,32,148,0.21621621621621623
running,32,105,0.3047619047619048
straight,32,74,0.43243243243243246
ro,32,69,0.463768115942029
loved,32,107,0.29906542056074764
ier,32,84,0.38095238095238093
rem,32,49,0.6530612244897959
ll,32,62,0.5161290322580645
inc,32,45,0.7111111111111111
understand,31,124,0.25
shown,31,83,0.37349397590361444
supposed,31,111,0.27927927927927926
released,31,81,0.38271604938271603
lack,31,101,0.3069306930693069
doubt,31,76,0.40789473684210525
michael,31,131,0.2366412213740458
ends,31,108,0.28703703703703703
called,31,122,0.2540983606557377
word,31,95,0.3263157894736842
violence,31,116,0.2672413793103448
looked,31,81,0.38271604938271603
!!!,31,91,0.34065934065934067
guess,31,88,0.3522727272727273
direction,31,142,0.21830985915492956
whom,31,50,0.62
fine,31,121,0.256198347107438
room,31,75,0.41333333333333333
clearly,31,72,0.4305555555555556
history,31,123,0.25203252032520324
yes,31,136,0.22794117647058823
particularly,31,109,0.28440366972477066
deal,31,58,0.5344827586206896
plain,31,66,0.4696969696969697
class,31,74,0.4189189189189189
turned,31,77,0.4025974025974026
whether,31,82,0.3780487804878049
led,31,65,0.47692307692307695
total,31,60,0.5166666666666667
ino,30,71,0.4225352112676056
behind,30,120,0.25
talk,30,85,0.35294117647058826
writer,30,112,0.26785714285714285
century,30,65,0.46153846153846156
named,30,100,0.3
obvious,30,99,0.30303030303030304
tries,30,121,0.24793388429752067
inter,30,43,0.6976744186046512
island,30,61,0.4918032786885246
sets,30,84,0.35714285714285715
above,30,82,0.36585365853658536
taken,30,79,0.379746835443038
dialog,30,91,0.32967032967032966
points,30,99,0.30303030303030304
die,30,86,0.3488372093023256
finds,30,111,0.2702702702702703
sm,30,53,0.5660377358490566
important,30,82,0.36585365853658536
police,30,95,0.3157894736842105
coming,30,83,0.3614457831325301
meets,30,69,0.43478260869565216
key,30,74,0.40540540540540543
greatest,30,76,0.39473684210526316
brought,30,65,0.46153846153846156
bel,30,50,0.6
ven,30,51,0.5882352941176471
ul,30,48,0.625
actual,30,74,0.40540540540540543
atmosphere,30,85,0.35294117647058826
heard,30,80,0.375
ball,29,77,0.37662337662337664
worse,29,131,0.22137404580152673
laugh,29,151,0.19205298013245034
meet,29,65,0.4461538461538462
ins,29,59,0.4915254237288136
che,29,81,0.35802469135802467
odd,29,90,0.32222222222222224
experience,29,95,0.30526315789473685
aren,29,81,0.35802469135802467
parts,29,114,0.2543859649122807
result,29,59,0.4915254237288136
ah,29,80,0.3625
return,29,64,0.453125
genre,29,113,0.25663716814159293
several,29,108,0.26851851851851855
cor,29,73,0.3972602739726027
iest,29,66,0.4393939393939394
mid,29,54,0.5370370370370371
sexual,29,83,0.3493975903614458
fully,29,76,0.3815789473684211
dumb,29,70,0.4142857142857143
christmas,29,57,0.5087719298245614
power,29,86,0.3372093023255814
x,29,83,0.3493975903614458
"?""",29,55,0.5272727272727272
mc,29,58,0.5
mess,29,74,0.3918918918918919
wonderful,29,137,0.2116788321167883
ability,29,56,0.5178571428571429
liked,29,112,0.25892857142857145
80,29,95,0.30526315789473685
page,29,70,0.4142857142857143
la,29,84,0.34523809523809523
actress,28,110,0.2545454545454545
cannot,28,95,0.29473684210526313
sequence,28,81,0.345679012345679
totally,28,104,0.2692307692307692
writing,28,116,0.2413793103448276
elements,28,87,0.3218390804597701
cop,28,72,0.3888888888888889
mark,28,70,0.4
leave,28,110,0.2545454545454545
ago,28,77,0.36363636363636365
couldn,28,115,0.24347826086956523
including,28,107,0.2616822429906542
cover,28,55,0.509090909090909
street,28,75,0.37333333333333335
everyone,28,169,0.16568047337278108
living,28,98,0.2857142857142857
television,28,87,0.3218390804597701
*,28,166,0.1686746987951807
number,28,82,0.34146341463414637
enjoy,28,202,0.13861386138613863
space,28,67,0.417910447761194
ow,28,49,0.5714285714285714
ten,28,76,0.3684210526315789
ck,28,60,0.4666666666666667
directed,28,109,0.25688073394495414
non,28,81,0.345679012345679
step,28,55,0.509090909090909
dream,28,83,0.3373493975903614
sister,28,75,0.37333333333333335
stand,28,66,0.42424242424242425
bur,28,46,0.6086956521739131
giving,27,84,0.32142857142857145
cheap,27,98,0.2755102040816326
pick,27,56,0.48214285714285715
amount,27,56,0.48214285714285715
mix,27,40,0.675
begins,27,86,0.313953488372093
interest,27,91,0.2967032967032967
app,27,42,0.6428571428571429
party,27,59,0.4576271186440678
ib,27,41,0.6585365853658537
except,27,95,0.28421052631578947
using,27,76,0.35526315789473684
pass,27,68,0.39705882352941174
check,27,90,0.3
known,27,105,0.2571428571428571
""")",27,46,0.5869565217391305
?),27,42,0.6428571428571429
murder,27,75,0.36
uses,27,68,0.39705882352941174
forced,27,67,0.40298507462686567
ack,27,45,0.6
cold,27,61,0.4426229508196721
upon,27,66,0.4090909090909091
moment,27,109,0.24770642201834864
par,27,79,0.34177215189873417
filled,27,60,0.45
game,27,139,0.19424460431654678
plus,27,81,0.3333333333333333
