token,removed_token_count,token_appearance_count,relative_removal
out,887,2223,0.3990103463787674
which,864,1559,0.5542014111610006
her,857,2428,0.3529654036243822
s,827,1466,0.5641200545702592
also,795,1169,0.6800684345594525
good,789,1945,0.4056555269922879
some,783,1923,0.40717628705148207
or,781,2343,0.3333333333333333
no,761,1598,0.4762202753441802
...,743,1068,0.6956928838951311
even,742,1598,0.4643304130162703
what,735,1874,0.39220917822838847
when,733,1784,0.4108744394618834
well,730,1424,0.5126404494382022
just,730,2180,0.3348623853211009
).,724,839,0.8629320619785459
can,713,1800,0.39611111111111114
if,712,2237,0.3182834152883326
?,704,1200,0.5866666666666667
more,682,1947,0.3502824858757062
time,672,1502,0.4474034620505992
had,666,1283,0.5190958690568979
much,663,1245,0.5325301204819277
really,631,1410,0.4475177304964539
into,629,1211,0.5194054500412882
characters,625,965,0.6476683937823834
would,624,1401,0.44539614561027835
we,609,1319,0.46171341925701287
see,599,1436,0.4171309192200557
do,592,1137,0.5206684256816183
than,589,1329,0.4431903686982694
then,587,955,0.6146596858638743
first,580,1095,0.5296803652968036
their,579,1518,0.3814229249011858
too,563,994,0.5663983903420523
make,562,1035,0.5429951690821256
;,554,772,0.7176165803108808
man,551,1112,0.49550359712230213
other,536,1151,0.46568201563857514
"),",529,725,0.7296551724137931
been,527,1129,0.466784765279008
were,526,1240,0.4241935483870968
because,525,1007,0.5213505461767627
acting,522,740,0.7054054054054054
d,522,797,0.6549560853199499
me,517,1284,0.40264797507788164
made,511,1005,0.5084577114427861
seen,510,730,0.6986301369863014
them,508,1026,0.4951267056530214
don,507,1022,0.49608610567514677
get,506,1161,0.43583118001722654
g,504,736,0.6847826086956522
my,499,1411,0.35364989369241673
people,498,1119,0.4450402144772118
plot,497,827,0.6009673518742442
most,490,1136,0.43133802816901406
:,487,1171,0.41588385994876176
character,485,842,0.5760095011876485
b,481,802,0.5997506234413965
after,475,939,0.5058572949946751
its,469,1222,0.38379705400981995
how,466,1020,0.4568627450980392
bad,464,1078,0.43042671614100186
him,463,1102,0.42014519056261346
great,459,1079,0.42539388322520855
films,457,935,0.48877005347593583
way,456,1063,0.42897460018814676
h,452,728,0.6208791208791209
only,447,1500,0.298
any,436,1025,0.4253658536585366
will,435,1295,0.3359073359073359
love,430,836,0.5143540669856459
l,428,640,0.66875
m,415,594,0.6986531986531986
these,411,721,0.5700416088765603
think,409,835,0.48982035928143713
show,409,662,0.6178247734138973
little,408,823,0.4957472660996355
ever,406,711,0.5710267229254571
movies,406,828,0.49033816425120774
watch,405,927,0.4368932038834951
however,402,483,0.8322981366459627
many,400,797,0.5018820577164367
where,399,815,0.48957055214723927
over,398,911,0.43688254665203075
best,396,833,0.47539015606242496
here,393,730,0.5383561643835616
c,391,585,0.6683760683760683
back,386,680,0.5676470588235294
fact,386,481,0.8024948024948025
p,381,571,0.6672504378283712
ing,380,671,0.5663189269746647
scene,379,682,0.5557184750733137
does,375,756,0.49603174603174605
real,373,663,0.5625942684766214
f,372,533,0.6979362101313321
--,371,545,0.6807339449541284
ed,366,630,0.580952380952381
t,365,648,0.5632716049382716
scenes,365,693,0.5266955266955267
could,358,897,0.399108138238573
cast,357,493,0.7241379310344828
being,353,884,0.3993212669683258
life,353,825,0.42787878787878786
though,351,603,0.582089552238806
did,350,686,0.5102040816326531
end,349,771,0.45265888456549935
off,347,800,0.43375
director,347,591,0.5871404399323181
go,345,740,0.46621621621621623
w,345,512,0.673828125
horror,343,508,0.6751968503937008
years,341,550,0.62
part,341,527,0.6470588235294118
y,339,787,0.4307496823379924
still,338,702,0.48148148148148145
o,336,617,0.5445705024311183
such,335,614,0.5456026058631922
k,331,541,0.6118299445471349
r,327,557,0.5870736086175943
find,325,534,0.6086142322097379
am,325,512,0.634765625
action,323,492,0.6565040650406504
makes,322,574,0.5609756097560976
thing,315,573,0.5497382198952879
new,315,570,0.5526315789473685
us,314,626,0.5015974440894568
two,311,917,0.3391494002181025
look,311,572,0.5437062937062938
while,310,759,0.40843214756258234
n,310,508,0.610236220472441
st,309,422,0.7322274881516587
through,307,590,0.5203389830508475
've,304,589,0.5161290322580645
going,304,527,0.5768500948766604
j,302,412,0.7330097087378641
original,298,459,0.6492374727668845
screen,296,369,0.8021680216802168
why,295,570,0.5175438596491229
lot,294,469,0.6268656716417911
&,291,498,0.5843373493975904
seems,291,483,0.6024844720496895
role,290,425,0.6823529411764706
same,290,512,0.56640625
""".",288,358,0.8044692737430168
those,287,600,0.47833333333333333
know,286,693,0.4126984126984127
actors,285,509,0.5599214145383105
watching,279,521,0.5355086372360844
series,279,415,0.672289156626506
ly,277,663,0.4177978883861237
able,276,448,0.6160714285714286
actually,274,482,0.5684647302904564
own,274,489,0.5603271983640081
v,273,415,0.6578313253012048
course,272,364,0.7472527472527473
old,271,534,0.5074906367041199
quite,270,476,0.5672268907563025
now,269,551,0.4882032667876588
'm,268,540,0.4962962962962963
pretty,263,449,0.5857461024498887
few,260,591,0.43993231810490696
big,258,428,0.602803738317757
say,257,663,0.38763197586727
world,255,517,0.4932301740812379
before,255,543,0.4696132596685083
young,255,516,0.4941860465116279
bit,253,395,0.640506329113924
between,252,436,0.5779816513761468
e,251,449,0.5590200445434298
should,248,616,0.4025974025974026
minutes,248,356,0.6966292134831461
let,247,362,0.6823204419889503
nothing,246,496,0.4959677419354839
never,245,772,0.3173575129533679
ch,242,375,0.6453333333333333
work,240,548,0.43795620437956206
un,239,345,0.6927536231884058
""",",238,346,0.6878612716763006
down,237,546,0.4340659340659341
least,234,400,0.585
re,232,377,0.6153846153846154
something,231,591,0.39086294416243655
whole,231,371,0.6226415094339622
enough,231,436,0.5298165137614679
yet,227,400,0.5675
guy,227,377,0.6021220159151194
come,227,461,0.4924078091106291
sh,225,309,0.7281553398058253
around,223,465,0.47956989247311826
al,223,349,0.6389684813753582
may,222,463,0.4794816414686825
u,222,357,0.6218487394957983
far,220,429,0.5128205128205128
take,220,483,0.4554865424430642
doesn,217,575,0.3773913043478261
er,215,397,0.5415617128463476
american,214,315,0.6793650793650794
main,213,300,0.71
every,213,513,0.4152046783625731
job,213,314,0.678343949044586
script,212,394,0.5380710659898477
performance,211,350,0.6028571428571429
ie,210,382,0.5497382198952879
better,207,771,0.26848249027237353
effects,204,294,0.6938775510204082
".""",203,268,0.7574626865671642
making,202,429,0.47086247086247085
isn,202,441,0.4580498866213152
right,199,443,0.4492099322799097
're,199,522,0.38122605363984674
done,197,420,0.46904761904761905
comedy,197,370,0.5324324324324324
interesting,197,392,0.5025510204081632
point,196,396,0.494949494949495
th,196,261,0.7509578544061303
found,196,299,0.6555183946488294
hard,195,318,0.6132075471698113
car,195,285,0.6842105263157895
comes,195,344,0.5668604651162791
war,194,287,0.6759581881533101
house,193,295,0.6542372881355932
played,193,302,0.6390728476821192
play,192,329,0.5835866261398176
en,192,327,0.5871559633027523
give,192,486,0.3950617283950617
kind,192,322,0.5962732919254659
another,192,523,0.367112810707457
z,191,282,0.6773049645390071
girl,191,359,0.532033426183844
both,191,494,0.3866396761133603
actor,190,301,0.6312292358803987
away,189,377,0.5013262599469496
sp,189,236,0.8008474576271186
plays,188,316,0.5949367088607594
star,187,301,0.6212624584717608
family,187,381,0.49081364829396323
woman,185,367,0.5040871934604905
last,184,384,0.4791666666666667
times,184,416,0.4423076923076923
long,183,421,0.4346793349168646
set,183,296,0.6182432432432432
fun,183,379,0.48284960422163586
audience,183,281,0.6512455516014235
es,182,351,0.5185185185185185
during,182,278,0.6546762589928058
help,181,277,0.6534296028880866
ers,181,353,0.5127478753541076
fan,179,266,0.6729323308270677
gets,177,424,0.41745283018867924
year,177,283,0.6254416961130742
night,177,294,0.6020408163265306
together,176,285,0.6175438596491228
goes,175,330,0.5303030303030303
rather,174,421,0.41330166270783847
funny,174,466,0.37339055793991416
got,172,369,0.46612466124661245
day,169,372,0.4543010752688172
must,169,394,0.4289340101522843
your,168,775,0.2167741935483871
'll,168,434,0.3870967741935484
anything,168,351,0.47863247863247865
didn,167,442,0.3778280542986425
dead,167,274,0.6094890510948905
men,167,301,0.5548172757475083
sl,166,193,0.8601036269430051
almost,166,379,0.43799472295514513
probably,165,340,0.4852941176470588
ar,164,266,0.6165413533834586
place,164,283,0.5795053003533569
im,163,209,0.7799043062200957
seem,163,277,0.5884476534296029
sure,163,367,0.444141689373297
version,161,249,0.6465863453815262
saw,160,296,0.5405405405405406
since,160,329,0.48632218844984804
put,159,307,0.5179153094462541
want,158,436,0.3623853211009174
feel,158,376,0.42021276595744683
le,157,270,0.5814814814814815
de,157,219,0.7168949771689498
sense,156,321,0.48598130841121495
father,156,311,0.5016077170418006
tv,156,282,0.5531914893617021
budget,154,246,0.6260162601626016
things,154,441,0.3492063492063492
hollywood,154,245,0.6285714285714286
watched,154,224,0.6875
thought,153,367,0.41689373297002724
black,153,272,0.5625
john,152,255,0.596078431372549
instead,152,298,0.5100671140939598
reason,152,287,0.5296167247386759
full,151,223,0.6771300448430493
again,150,512,0.29296875
mr,149,200,0.745
fl,149,180,0.8277777777777777
dvd,149,260,0.573076923076923
true,149,297,0.5016835016835017
either,148,245,0.6040816326530613
school,148,224,0.6607142857142857
else,148,262,0.5648854961832062
believe,147,291,0.5051546391752577
later,147,309,0.47572815533980584
ab,146,186,0.7849462365591398
case,146,196,0.7448979591836735
book,145,247,0.5870445344129555
under,145,259,0.5598455598455598
shot,145,239,0.606694560669456
try,145,245,0.5918367346938775
town,144,175,0.8228571428571428
having,144,322,0.4472049689440994
half,144,252,0.5714285714285714
rest,144,232,0.6206896551724138
although,143,319,0.4482758620689655
red,143,243,0.588477366255144
top,142,242,0.5867768595041323
michael,142,200,0.71
once,141,335,0.4208955223880597
friend,141,192,0.734375
ies,140,263,0.532319391634981
might,139,357,0.38935574229691877
idea,139,226,0.6150442477876106
worst,139,273,0.5091575091575091
act,138,204,0.6764705882352942
money,137,272,0.5036764705882353
style,137,229,0.5982532751091703
2,136,323,0.42105263157894735
home,136,252,0.5396825396825397
looking,136,324,0.41975308641975306
worth,136,326,0.4171779141104294
different,136,280,0.4857142857142857
sex,135,219,0.6164383561643836
written,135,227,0.5947136563876652
boy,135,209,0.645933014354067
read,133,231,0.5757575757575758
takes,133,283,0.46996466431095407
shows,133,268,0.4962686567164179
video,132,192,0.6875
wasn,132,237,0.5569620253164557
'd,132,314,0.42038216560509556
use,132,234,0.5641025641025641
side,131,229,0.5720524017467249
each,131,329,0.3981762917933131
beautiful,131,277,0.4729241877256318
co,131,162,0.808641975308642
less,131,380,0.3447368421052632
early,130,209,0.6220095693779905
women,130,256,0.5078125
short,129,249,0.5180722891566265
everything,129,306,0.4215686274509804
friends,129,243,0.5308641975308642
wife,129,225,0.5733333333333334
high,128,277,0.4620938628158845
used,127,235,0.5404255319148936
along,127,243,0.522633744855967
age,126,231,0.5454545454545454
won,126,225,0.56
always,125,398,0.314070351758794
small,124,226,0.5486725663716814
especially,124,332,0.37349397590361444
piece,124,228,0.543859649122807
death,124,240,0.5166666666666667
head,124,248,0.5
ent,124,170,0.7294117647058823
dr,124,166,0.7469879518072289
given,123,230,0.5347826086956522
line,123,268,0.458955223880597
run,123,189,0.6507936507936508
face,123,253,0.48616600790513836
cinem,123,162,0.7592592592592593
sort,123,177,0.6949152542372882
ad,122,171,0.7134502923976608
moments,122,245,0.49795918367346936
our,121,327,0.37003058103975534
bl,121,181,0.6685082872928176
until,121,223,0.5426008968609866
el,121,212,0.5707547169811321
fight,121,188,0.6436170212765957
viewer,120,176,0.6818181818181818
without,120,414,0.2898550724637681
",""",120,183,0.6557377049180327
throughout,120,189,0.6349206349206349
care,120,182,0.6593406593406593
etc,120,130,0.9230769230769231
gives,119,219,0.54337899543379
despite,119,218,0.5458715596330275
art,119,233,0.5107296137339056
killer,119,186,0.6397849462365591
couple,118,205,0.5756097560975609
seeing,118,281,0.4199288256227758
lead,118,148,0.7972972972972973
..,118,148,0.7972972972972973
sc,117,158,0.740506329113924
special,117,286,0.4090909090909091
ending,116,300,0.38666666666666666
se,116,148,0.7837837837837838
mean,116,169,0.6863905325443787
dark,116,213,0.5446009389671361
son,115,197,0.583756345177665
looks,114,294,0.3877551020408163
heart,114,227,0.5022026431718062
id,114,159,0.7169811320754716
start,114,227,0.5022026431718062
bo,114,161,0.7080745341614907
music,113,378,0.29894179894179895
blood,113,199,0.5678391959798995
lost,112,222,0.5045045045045045
camera,111,219,0.5068493150684932
problem,111,176,0.6306818181818182
simply,111,257,0.43190661478599224
cl,111,144,0.7708333333333334
ant,111,160,0.69375
playing,110,202,0.5445544554455446
hero,110,166,0.6626506024096386
ness,110,173,0.6358381502890174
certainly,110,190,0.5789473684210527
three,109,294,0.3707482993197279
oh,109,171,0.6374269005847953
mind,109,257,0.42412451361867703
low,108,238,0.453781512605042
kids,108,251,0.4302788844621514
directed,108,154,0.7012987012987013
tr,107,132,0.8106060606060606
left,107,264,0.4053030303030303
ex,106,135,0.7851851851851852
completely,106,226,0.4690265486725664
maybe,106,281,0.37722419928825623
ke,105,149,0.7046979865771812
king,105,164,0.6402439024390244
gr,105,129,0.813953488372093
often,105,225,0.4666666666666667
late,105,168,0.625
keep,104,214,0.48598130841121495
gore,104,155,0.6709677419354839
pl,104,129,0.8062015503875969
che,104,142,0.7323943661971831
perhaps,104,239,0.4351464435146444
human,104,202,0.5148514851485149
ic,104,181,0.574585635359116
example,104,168,0.6190476190476191
per,104,163,0.6380368098159509
ung,104,128,0.8125
stars,103,222,0.46396396396396394
3,103,233,0.44206008583690987
production,103,206,0.5
become,103,192,0.5364583333333334
ist,103,177,0.5819209039548022
hit,102,154,0.6623376623376623
wrong,102,221,0.46153846153846156
trying,102,287,0.3554006968641115
city,102,162,0.6296296296296297
girls,102,172,0.5930232558139535
becomes,102,197,0.5177664974619289
awful,101,190,0.531578947368421
.),101,120,0.8416666666666667
....,100,160,0.625
ish,100,176,0.5681818181818182
soon,100,205,0.4878048780487805
unfortunately,100,155,0.6451612903225806
dialogue,99,217,0.45622119815668205
kill,99,166,0.5963855421686747
finds,99,152,0.6513157894736842
live,99,213,0.4647887323943662
came,99,196,0.5051020408163265
said,99,224,0.4419642857142857
10,98,494,0.19838056680161945
ann,98,110,0.8909090909090909
perfect,98,252,0.3888888888888889
based,98,169,0.5798816568047337
name,98,187,0.5240641711229946
known,98,160,0.6125
lines,97,205,0.47317073170731705
doing,97,206,0.470873786407767
parts,97,155,0.6258064516129033
picture,97,183,0.5300546448087432
happen,97,127,0.7637795275590551
york,96,115,0.8347826086956521
nice,96,244,0.39344262295081966
title,96,161,0.5962732919254659
british,96,132,0.7272727272727273
expect,96,166,0.5783132530120482
turns,96,168,0.5714285714285714
second,95,239,0.39748953974895396
turn,95,184,0.5163043478260869
gang,95,132,0.7196969696969697
excellent,94,254,0.3700787401574803
person,94,195,0.48205128205128206
stupid,93,190,0.48947368421052634
save,93,145,0.6413793103448275
final,93,171,0.543859649122807
ne,93,150,0.62
killed,93,142,0.6549295774647887
lives,93,195,0.47692307692307695
close,92,174,0.5287356321839081
il,92,123,0.7479674796747967
suspense,92,109,0.8440366972477065
self,92,153,0.6013071895424836
tell,92,194,0.4742268041237113
next,92,243,0.3786008230452675
paul,92,155,0.5935483870967742
ag,92,118,0.7796610169491526
game,92,172,0.5348837209302325
mother,92,216,0.42592592592592593
white,91,196,0.4642857142857143
sub,91,125,0.728
simple,91,148,0.6148648648648649
evil,91,200,0.455
roles,90,140,0.6428571428571429
group,90,128,0.703125
stories,90,142,0.6338028169014085
himself,90,272,0.33088235294117646
whose,90,145,0.6206896551724138
cinema,90,196,0.45918367346938777
middle,90,129,0.6976744186046512
hand,90,167,0.5389221556886228
ill,90,129,0.6976744186046512
writer,89,156,0.5705128205128205
flick,89,166,0.536144578313253
children,89,175,0.5085714285714286
opening,89,129,0.689922480620155
genre,89,162,0.5493827160493827
career,89,149,0.5973154362416108
con,89,107,0.8317757009345794
com,89,129,0.689922480620155
poor,88,218,0.4036697247706422
past,88,167,0.5269461077844312
ity,88,150,0.5866666666666667
*,88,227,0.3876651982378855
add,88,119,0.7394957983193278
ol,88,113,0.7787610619469026
body,88,146,0.6027397260273972
ino,87,114,0.7631578947368421
understand,87,193,0.45077720207253885
wonderful,87,196,0.44387755102040816
est,87,132,0.6590909090909091
happens,87,131,0.6641221374045801
itself,87,198,0.4393939393939394
went,87,158,0.5506329113924051
!!,87,138,0.6304347826086957
ram,87,146,0.5958904109589042
actress,86,142,0.6056338028169014
someone,86,255,0.33725490196078434
sad,86,143,0.6013986013986014
ones,86,142,0.6056338028169014
performances,86,237,0.3628691983122363
getting,86,185,0.4648648648648649
os,86,160,0.5375
remember,86,186,0.46236559139784944
boring,86,180,0.4777777777777778
qu,86,118,0.7288135593220338
cor,86,104,0.8269230769230769
already,85,164,0.5182926829268293
anyone,85,290,0.29310344827586204
classic,85,240,0.3541666666666667
1,85,204,0.4166666666666667
seemed,85,160,0.53125
yes,85,194,0.4381443298969072
guys,85,171,0.49707602339181284
absolutely,84,172,0.4883720930232558
against,84,176,0.4772727272727273
police,84,144,0.5833333333333334
ma,84,122,0.6885245901639344
robert,84,123,0.6829268292682927
chance,83,141,0.5886524822695035
tale,83,135,0.6148148148148148
'.,83,102,0.8137254901960784
air,83,127,0.6535433070866141
episode,83,141,0.5886524822695035
kid,83,157,0.5286624203821656
supposed,83,146,0.5684931506849316
modern,83,131,0.6335877862595419
child,83,162,0.5123456790123457
jack,83,129,0.6434108527131783
ous,82,130,0.6307692307692307
ok,82,160,0.5125
shown,81,112,0.7232142857142857
called,81,172,0.47093023255813954
view,81,128,0.6328125
named,81,107,0.7570093457943925
em,81,114,0.7105263157894737
rock,81,135,0.6
definitely,81,211,0.38388625592417064
starts,81,161,0.5031055900621118
cr,81,93,0.8709677419354839
fans,80,216,0.37037037037037035
sequence,80,117,0.6837606837606838
sound,80,177,0.4519774011299435
ate,80,123,0.6504065040650406
stop,80,150,0.5333333333333333
matter,80,126,0.6349206349206349
ir,80,134,0.5970149253731343
works,80,188,0.425531914893617
within,80,115,0.6956521739130435
including,79,141,0.5602836879432624
peter,79,125,0.632
husband,79,119,0.6638655462184874
worse,79,185,0.42702702702702705
attempt,79,132,0.5984848484848485
others,79,194,0.4072164948453608
laugh,79,189,0.41798941798941797
aw,79,107,0.7383177570093458
acted,79,94,0.8404255319148937
violence,79,162,0.4876543209876543
brilliant,79,173,0.45664739884393063
need,78,214,0.3644859813084112
heard,78,108,0.7222222222222222
history,78,176,0.4431818181818182
direction,78,184,0.42391304347826086
events,78,124,0.6290322580645161
truly,78,245,0.3183673469387755
ay,78,122,0.639344262295082
finally,78,177,0.4406779661016949
dis,77,101,0.7623762376237624
feature,77,116,0.6637931034482759
anyway,77,150,0.5133333333333333
ast,77,113,0.6814159292035398
god,77,181,0.425414364640884
drama,77,151,0.5099337748344371
ha,77,110,0.7
general,77,94,0.8191489361702128
win,77,104,0.7403846153846154
moment,77,148,0.5202702702702703
tom,77,104,0.7403846153846154
tries,76,166,0.4578313253012048
joe,76,116,0.6551724137931034
entire,76,157,0.4840764331210191
et,76,137,0.5547445255474452
guess,76,129,0.5891472868217055
ur,76,95,0.8
none,76,116,0.6551724137931034
french,76,120,0.6333333333333333
strong,76,147,0.5170068027210885
viewers,75,106,0.7075471698113207
bring,75,116,0.646551724137931
street,75,109,0.6880733944954128
liked,75,154,0.487012987012987
today,75,174,0.43103448275862066
james,75,108,0.6944444444444444
ard,75,120,0.625
relationship,75,121,0.6198347107438017
minute,75,113,0.6637168141592921
order,75,123,0.6097560975609756
david,75,125,0.6
te,75,113,0.6637168141592921
murder,75,103,0.7281553398058253
band,75,109,0.6880733944954128
scary,74,113,0.6548672566371682
begins,74,123,0.6016260162601627
points,74,126,0.5873015873015873
ind,74,88,0.8409090909090909
bill,74,114,0.6491228070175439
level,74,122,0.6065573770491803
daughter,74,143,0.5174825174825175
complete,74,119,0.6218487394957983
writing,74,151,0.4900662251655629
pre,74,99,0.7474747474747475
sequences,74,104,0.7115384615384616
brother,74,129,0.5736434108527132
master,74,114,0.6491228070175439
bett,74,97,0.7628865979381443
lack,73,132,0.553030303030303
!),73,82,0.8902439024390244
tells,73,132,0.553030303030303
novel,73,113,0.6460176991150443
working,73,119,0.6134453781512605
somewhat,73,137,0.5328467153284672
front,73,85,0.8588235294117647
happened,73,98,0.7448979591836735
mar,73,111,0.6576576576576577
od,73,101,0.7227722772277227
mel,73,107,0.6822429906542056
col,72,86,0.8372093023255814
released,72,110,0.6545454545454545
beat,72,109,0.6605504587155964
ash,72,95,0.7578947368421053
elements,72,112,0.6428571428571429
ah,72,115,0.6260869565217392
ap,72,105,0.6857142857142857
enjoy,72,265,0.27169811320754716
create,72,98,0.7346938775510204
quality,72,175,0.4114285714285714
power,72,133,0.5413533834586466
van,72,94,0.7659574468085106
ben,71,91,0.7802197802197802
appears,71,118,0.6016949152542372
pe,71,84,0.8452380952380952
apparently,71,116,0.6120689655172413
english,71,122,0.5819672131147541
dialog,71,117,0.6068376068376068
wh,71,102,0.696078431372549
shots,71,110,0.6454545454545455
par,71,101,0.7029702970297029
manages,71,90,0.7888888888888889
light,71,145,0.4896551724137931
indeed,71,94,0.7553191489361702
voice,70,126,0.5555555555555556
falls,70,129,0.5426356589147286
leads,70,106,0.660377358490566
odd,70,136,0.5147058823529411
days,70,150,0.4666666666666667
sn,70,102,0.6862745098039216
due,70,127,0.5511811023622047
team,70,103,0.6796116504854369
la,70,108,0.6481481481481481
felt,69,160,0.43125
aren,69,125,0.552
wanted,69,150,0.46
loved,69,140,0.4928571428571429
opinion,69,108,0.6388888888888888
everyone,68,245,0.27755102040816326
wants,68,145,0.4689655172413793
sw,68,77,0.8831168831168831
ra,67,114,0.5877192982456141
cop,67,92,0.7282608695652174
non,67,119,0.5630252100840336
sit,67,93,0.7204301075268817
hell,67,129,0.5193798449612403
plenty,67,90,0.7444444444444445
whether,67,116,0.5775862068965517
favorite,66,124,0.532258064516129
dan,66,86,0.7674418604651163
themselves,66,170,0.38823529411764707
um,66,102,0.6470588235294118
miss,66,138,0.4782608695652174
doubt,66,115,0.5739130434782609
fall,66,105,0.6285714285714286
mad,66,115,0.5739130434782609
mark,66,96,0.6875
george,66,99,0.6666666666666666
5,66,165,0.4
obviously,66,130,0.5076923076923077
supporting,66,121,0.5454545454545454
sexual,66,110,0.6
entertaining,66,172,0.38372093023255816
mor,66,72,0.9166666666666666
ten,66,133,0.49624060150375937
behind,66,142,0.4647887323943662
wood,66,105,0.6285714285714286
atmosphere,66,104,0.6346153846153846
lee,66,98,0.673469387755102
portrayed,65,80,0.8125
overall,65,255,0.2549019607843137
str,65,87,0.7471264367816092
cut,65,124,0.5241935483870968
america,65,116,0.5603448275862069
taken,65,113,0.5752212389380531
result,65,79,0.8227848101265823
viewing,65,109,0.5963302752293578
"!""",65,84,0.7738095238095238
hours,65,111,0.5855855855855856
dream,65,106,0.6132075471698113
coming,65,133,0.48872180451127817
atography,65,131,0.4961832061068702
space,65,94,0.6914893617021277
several,65,156,0.4166666666666667
super,65,91,0.7142857142857143
pure,65,91,0.7142857142857143
ors,65,103,0.6310679611650486
walk,65,91,0.7142857142857143
fine,64,158,0.4050632911392405
enjoyed,64,138,0.463768115942029
cat,64,107,0.5981308411214953
strange,64,117,0.5470085470085471
ty,64,126,0.5079365079365079
near,64,105,0.6095238095238096
totally,64,129,0.49612403100775193
free,64,117,0.5470085470085471
office,64,94,0.6808510638297872
romantic,64,123,0.5203252032520326
4,64,165,0.3878787878787879
ism,64,122,0.5245901639344263
ley,64,139,0.460431654676259
country,64,127,0.5039370078740157
creepy,64,98,0.6530612244897959
ass,64,89,0.7191011235955056
figure,64,91,0.7032967032967034
number,64,120,0.5333333333333333
80,64,135,0.4740740740740741
humor,64,140,0.45714285714285713
uses,64,92,0.6956521739130435
female,63,137,0.45985401459854014
important,63,117,0.5384615384615384
ends,63,148,0.42567567567567566
hour,63,131,0.48091603053435117
ling,63,100,0.63
20,63,109,0.5779816513761468
iest,63,84,0.75
comic,63,119,0.5294117647058824
huge,63,120,0.525
ia,63,118,0.5338983050847458
brought,63,95,0.6631578947368421
ring,63,83,0.7590361445783133
ob,63,87,0.7241379310344828
die,63,127,0.49606299212598426
op,63,104,0.6057692307692307
fantasy,63,95,0.6631578947368421
cannot,62,124,0.5
involved,62,126,0.49206349206349204
five,62,110,0.5636363636363636
les,62,102,0.6078431372549019
class,62,93,0.6666666666666666
decent,62,160,0.3875
particularly,62,147,0.4217687074829932
deal,62,95,0.6526315789473685
using,62,101,0.6138613861386139
deep,62,93,0.6666666666666666
thriller,62,114,0.543859649122807
room,62,111,0.5585585585585585
clearly,62,104,0.5961538461538461
land,62,102,0.6078431372549019
richard,62,96,0.6458333333333334
ul,62,74,0.8378378378378378
beginning,62,170,0.36470588235294116
ago,61,97,0.6288659793814433
television,61,96,0.6354166666666666
dog,61,107,0.5700934579439252
sets,61,126,0.48412698412698413
"',",61,88,0.6931818181818182
clear,61,119,0.5126050420168067
means,61,100,0.61
type,61,126,0.48412698412698413
led,61,92,0.6630434782608695
turned,61,97,0.6288659793814433
single,61,120,0.5083333333333333
believable,61,106,0.5754716981132075
mystery,61,97,0.6288659793814433
members,61,88,0.6931818181818182
surprised,60,94,0.6382978723404256
zombie,60,93,0.6451612903225806
follow,60,109,0.5504587155963303
rich,60,101,0.594059405940594
istic,60,96,0.625
ability,60,78,0.7692307692307693
whom,60,80,0.75
myself,60,142,0.4225352112676056
x,60,106,0.5660377358490566
ated,60,99,0.6060606060606061
actual,60,89,0.6741573033707865
ise,60,81,0.7407407407407407
asher,60,79,0.759493670886076
running,60,125,0.48
hilarious,60,131,0.4580152671755725
straight,60,106,0.5660377358490566
comments,60,102,0.5882352941176471
