query,perplexity,prediction,model
"Not like I went in expecting a lot out of it, but I was at least hoping for a fun dumb big budget movie. This isn't even that. This item ranks in the bottom half of all the vampire movies I've ever seen (and believe me, I've seen a lot of them). Bad acting, zero characterization, little to no thought, almost non-existent plot (and that that's there you can drive semi-trucks through the holes in). Sure, it has action and is loud, and has more action, and more noise, and blood, and action... These things alone do not make a good (or even halfway decent) movie. Beats me how some people can say this is the best vampire movie ever made--all I can assume is they haven't seen many. I suggest seeing Near Dark instead.",35.10388493015676," the the'm to there to lot of of this. but I was pleasantly least expecting for a little experienceass- movie.
 was't a the big
 is is as the top of of the the items movies I've seen seen.and I me, I've seen a lot of them).
ass, bad action, and to no action process and no-existent plot,I I's's not for have see home-consciousruckcks to the city in the I, it's a, a a, but it a than than but it action, but more, and more, but are are are not make this movie movieor bad a decent) vampire.
 me. much of are't that is a best vampire movie ever made.and the can say is that're't seen it of
'm you it the,.",gpt2
"That snarl...<br /><br />That scowl...<br /><br />The acts of random violence...<br /><br />The gutteral voice...<br /><br />The fetish wear...<br /><br />That shaven head...<br /><br />It can mean only one thing...<br /><br />GRACE JONES IS BACK!<br /><br />Actually my sources tell me that the title role in Blade wasn't played by the 1980s diva, but by Wesley Snipes.<br /><br />All in all this is not an improvement.<br /><br />Blade is an adaptation of a comic character; somehow in the transfer from the simplistic, two-dimensional world of the printed page it has become even more simplistic and lost a couple of dimensions.<br /><br />The plot is hackneyed almost beyond belief and adds nothing to the vampire genre, in fact, much like Nosferatu, it seems to suck the life out of the audience. In brief, upwardly mobile vampire wants to become more powerful but is opposed by Blade, half-human, half-vampire, all annoying. It all climaxes with Blade being put in a vampire juice press, some bad martial arts and the most pitiful CGI since 1968.<br /><br />Blade has to be the least empathic character since Dolph Lundgren's Punisher (also a comic adaptation, perhaps there is a trend here?). Surely the audience is meant to be on the same side as the 'hero'? And whilst a vampire can be a tragic character, this is not true of Blade, he is relentlessly cruel, scornful and not a whole lot better than the bad guys.<br /><br />I assume that Wesley Snipes has an 'acting' career purely so that everyone else can be compared favourably. As he snarls his way through his movie you find yourself looking for a stake - even a ballpoint pen - anything to put Blade in the grave. <br /><br />As a piece of narcissism, Blade is pretty much unbeatable - we are treated to endless lingering shots of a gym-fresh Snipes for no reason whatsoever. Likewise no other actor is allowed any chance to give a reasonable performance; the likes of Steven Dorff *CAN* act, but they have to play second fiddle to Snipes' tedious performance.<br /><br />Kris Kristofferson used to appear in good movies, here he is reduced to a sidekick that you just know isn't going to make it through to the final reel. And what happens when Blade finds out? Yes, you guessed it, he rushes to the scene to wreak his revenge in the villain's giant underground lair.<br /><br />Why can't world-domination take place in a quiet country house? They always go ahead in underground cathedrals that would have had Albert Speer wondering if they were a little grandiose. A lot of these plans could be stopped right now if local councils paid more attention to plans for extending sub-basements. <br /><br />The rest of the movie is just as dull and unimaginative with nothing new to add to the genre. Vampires have been done to undeath and perhaps they should be laid to rest for a while - at least until someone can think of some way to make them interesting again.<br /><br />To finish, there *IS* a Grace Jones vampire movie, it's called Vamp and it's about ten times better than this.",27.615254969551923," isarks
mo />><br /> < snowl...<br /><br />That way of aness...<br /><br />The actionslee... act...<br /><br />The soundisticiness<br /><br />The smileivering face...<br /><br />The's't anything one thing...<br /><br />TheRR!OUR: A!<br /><br />GR, favorite say me that the only of is this Runner't actually by a sames,a, but by the Snipes.br /><br />I the all, is a a accurate onbr /><br />I is a action of the novel book from it it the comics of the original, to-dimensional world of Blade comic comic to's become a more complex. more its lot of key.br /><br />It original is aneyed, to recognition, it a to the story story. but fact it it of theferatu's the's to be. blood out of the reader.< fact, it of mobile vampires vampires to be a like and is forced by the's who-human half half-humanampire. and of and Blade's seemses in Blade's forced in a cage's box and and of guy arts, a end annoyingiful of. the'sbr /><br />The is been be a most interestingpat vampire in theune Lundgren, Theisher.which known vampire book of but?)'s a better for).< Blade only would going to be empath Blade side page as Blade vampirereal'< if Blade lot is be a bit figure, it is not the of Blade. who is a cruel and andful and cruel just good lot of than the other guy.br /><br />The think that Blade Snipes is a ideaI' problem, because that he can can see a toably to I a saysarls, way through the own, can yourself wondering at the way in a if small - pen - in that make him in. same. Ibr /><br />I for fan of workism, Blade is a much theable. he're told to a, flashbacks of him mannasmate,ipes, the apparent whatsoever, He, one character has as to sort of be a performance performance. the only of John Ssey,is* be like but not are to be the fiddle to theipes. performance,.br /><br />Theiller Kristofferson is to be in Blade films, but he is in to a merekick and is can can is't going to work it. the the end cut. He then a when you is out that<, he get it, he's to the bathroom of getak havoc vengeance on the most's face, lair.br /><br />The is't he-buildinginating be place in a world,??<'re have to and the,acrals, are be been a Einsteiner's what he were going real too.<ose. And lot of people places are have made by there, the authorities were for attention to the for the the-cultements to <br /><br />The only of the movie is a a bad as boringative as Blade to to say to the mix. Theampires are been around before deathvelop for the even are be done to rest. good while. but least until the gets figure of something way to make them more..br /><br />The be off I isis* a lot Jones movie movie. but's a Bladeampiresir it's about a years better than Blade.",gpt2
"generally speaking I don't make negative comments on here. But since this is a festival piece, I don't want you to waste your time when you could see something else that might not be playing again.<br /><br />I thought the actors were pretty bad. For instance, they totally didn't play off each other, rather, they waited to RECITE their lines which were pretty poor to begin with. The dialogue sounded really forced. Norman or whatever his name tried, or so it would appear, to be witty and biting in the lines he chose but just fell really short.<br /><br />After words he asked if anyone saw the ending coming and some people were all ""yea"", and he all but called them liars. Look there were so many clues, the biggest being a briefcase full of cash for a $500 an hour whore. I mean the john gave her at least 20g's... tell tale sign. Now no you couldn't see exactly what was going to happen but by the time the twist actually occurred, I for one, didn't even care. I was just glad to get out of there. I asked him which draft he shot and he said 8.1, maybe next time he will wait to shoot 'til 15.3 cause this needed a lot of work.<br /><br />But he seemed like a fairly nice guy, he is making his own films, he'll probably get better and I hope he does, not in a snotty way either, I mean it, I wish him luck. Just remember, this is just my opinion.",40.017551820822476,".,,'m't think a comments about the. I I I is a very,, I'm't want to to feel your time on you're be the that. I be be there..br />><br />I'm it festival were great good, I example, the were didn't have the of other's but than they played for seeORD the roles. was so much. me with. I actors was like bad and I Reed the, name was to he tried I seemed seem. but be a and funny. a end. was to it didn flat flat ofbr /><br />I a like was if he was him scene of. then of said like likeIa, but then said said said it ""ars. He at, a many people that and actors one that few mention with of money and the few10 ticket hour job. He don, guy was him a least $ bucks of of and me.. I, one didn't, the what he going on happen, you the time she guy was happened, she was one was was't care know. I was just so that see to of there. I was him if of he was and he said he or I. which even year.'ll shoot for see item he. I. he is to lot of work.br /><br />I I was to a good good guy. and was a a own decisions and he is be be a with better'm he gets. but just the badordty way.. but'm he's he'm he luck. I a, he is a a opinion and",gpt2
"This show should be titled, ""When Bad Writing Happens To Good Actors"" considering most of the players have demonstrated immense talent in other venues, e.g. Andre Braugher in Homicide: Life on the Street and David Morse in St. Elsewhere. I'm hoping that the frenetic pacing of the show is adjusted as the series develops along with the obvious cliches and dialogue so absurd I wondered just how stupid the writers imagined the core audience to be. We're beat over the head with the main points of this show instead of being left to gradually figure it out, almost as if the writers feel that they must spell out that the main character is some sort of avenging angel, sentenced to redeem himself from sins, both venial and mortal, via butting into his cab fares many affairs. Watching the premiere required much suspension of disbelief, that Mike Olshanskey's fares would so rapidly spill their guts and he would feel driven to intervene in the lives of utter strangers. That he possesses those ""Super-Cop"" abilities, to be all things to all people, weapons expert, martial arts master, psychologist, father-confessor, locksmith, and so on, ad infinitum. Pure drivelesque fantasy. What is it about recent televisions shows based in Philidelphia that they all seem to be imbued with a nasty ex-wife and a very disrepectfully bratty child? Overdone. I wanted to like this show, really I did, because it had the virtue of having a premise slightly different than many of the clones appearing in this season's fare and it stars some of my preferred actors. But I'm afraid this is just another possibly good idea ruined by careless execution.",58.42907107686089," is is be a "" ""The the Things Isens."" You Writersors."" and the of the actors are been a talent and their fields. and.g. the 3000ugher, theicide, Life on the Street, the Harbour in The. Vincentwhere.
 think sure that this showetic pace of this show will a to well show progresses, with the fact changesiches of clich. that that can if how much it show were the show of would be.
'll not up the head with the writers characters of the show, of the able to the learn out out. and like if they writers were like they're be out the they audience characters is a sort of ""ger angel. or to deathing by the of or inal and mortal. and a one heads the ownaret. times.
 the show of me more of disbelief, but is andivaansky is's character are be easily become over guts that that would be like to do, the show of the strangers,
's would such qualitiesbadnaturalhero"" powers is and the sure things to all people, is to, and artist master, and, and ofofessor, andmith, and so on, isheresinitum,
 andvel,..
's it about this showsangel that that on theomenphia that makes are seem to be soued with such sense,uberwife, a bad badinterestedputableful-ashty,?
 the with
'm to see this show, but, wanted, but it's a potential of being a good that different from the of the other, in the show. show. the was a of the favorite actors. I I also not I is not a example- thing. by the editing.",gpt2
"I thought maybe... maybe this could be good. An early appearance by the Re-Animator (Jeffery Combs); many homage's to old horror movies; the Troma label on the front this movie could be a gem! I thought wrong.<br /><br />Frightmare is a boring, overplayed, half assed homage to the fright films of yore. The story is an old one, young people breaking into a house, getting drunk, making love, and tampering with things that shouldn't be tampered with. The oft  recycled slasher film formula is used here, this time with a thought to be dead actor named Conrad Radzoff doing the killing. In fact, the performance by the Radzoff's actor Ferdy Mayne is the only redeeming quality of this film. He does the snooty Dracula style character very well. But as for the kids, its not so good, with Combs only having a minimal part.<br /><br />The film lacks entertainment value, and only features one cool character, and one or two scenes that can hold your attention. I do not recommend this film unless you are desperate for something to watch, and this is the only movie left at blockbuster.",53.32639173968249,". it I I I is be a for I idea morning of the newapersAnimator,whorey)bs) a of to to the- films. and re--; the cover cover�
 is is be a good.
'm maybe.br /><br />Iunnyened is a horror, boring-, and- horror, to the oldful of theore. It story is a amalg one, but and are into the house to and into, and out, and then with the. are't be therepered with. The story-�t horrorasher movie, is a to to but time with a moreless make more.. John.cliffeinsky. a voice. The the, it film is the actorzoff is character isris is is is so only oneing quality of the movie. The's a mostappyy, thing, work well, The the the the plot, they a that much. the thebs and playing a few role.br /><br />The movie is a value, and the a a or character. a that of two bad that are be up attention. The think not think this movie to you are a for a to watch. and I is a only one I that the price",gpt2
"1983's ""Frightmare"" is an odd little film. The director seems to be trying to combine the atmosphere of classic '30s/'40s style horror movies with the shock factor of the then-exploding '80s slasher genre. It isn't totally successful (mostly due to very obvious budgetary restraints, and the less-than-professional caliber of its cast of young actors) but it still has its moments, mostly due to the classy performance (classier than the movie deserves) by the late German actor Ferdinand Mayne, who plays an aging old time horror movie star (ala Vincent Price) named ""Conrad Ratzoff."" At the beginning of the movie we meet the has-been horror star as he's shooting a commercial for dentures and we quickly learn that ol' Conrad is a bit of a hoity-toity, prima donna jerk-off. Just when you think he couldn't be any more un-likable, the commercial director berates Conrad for blowing a take for the umpteenth time and the old goat pushes him off a balcony to his death. Nice, huh? Conrad then visits some fans at a college campus horror movie club, unfortunately he suffers a heart attack in the middle of his speech to them and eventually ends up back at his mansion waiting to die. Still feisty even at Death's door, he manages to do away with a despised business associate by smothering him with a pillow before he finally kicks the bucket himself. Conrad is then laid to rest in true Hollywood style in a high tech neon tomb with video screens above the casket, which will play personal video messages from Conrad himself for visitors who enter to pay their respects.<br /><br />It is at this point that the kids from the college Horror Movie Society decide to pay Conrad's grave an after hours visit, breaking into the tomb and taking his body back home with them for an all night party. (Not exactly my idea of fun, but hey, these are characters in an '80s horror film. Logic has no place here.) The college kids spend the evening having dinner with Conrad's body seated in a place of honor, posing for photos with it and even dancing around the room with it, before parking Conrad and his coffin in the attic, planning to return him to his crypt in the morning. In the meantime, Mrs. Ratzoff, distraught over the theft of her husband's body, has called in a psychic friend to try and ""reach"" Conrad through a seance. You can pretty much figure out the rest from here. Since Conrad wasn't a very nice guy in life, it's not much of a stretch to assume that he won't be any friendlier in death. Psychic Lady makes contact with Conrad and he re-awakens in predictably ticked off fashion, then spends the rest of the movie strolling around the corridors of the students' ridiculously huge house, picking off the young grave robbers one by one. This is where the movie falls apart. Endless scenes of teens wandering around empty hallways saying ""Hello? Is anyone there?"" are intercut with occasional bursts of violence (we do get a pretty gnarly decapitation scene, which is the highlight of the movie) before the last two survivors finally figure out (WAY later than any semi-intelligent people would have figured out the same thing...but again, we're in an '80s horror film!) that the only way to stop the mayhem is to get Conrad's body back to its crypt where it belongs. The sluggish pacing is padded out with a lot of weird lighting and dry ice fog effects backed by a soundtrack made up almost entirely of sound effects rather than music(thunder, moans and groans, howls, etc.) that becomes severely annoying after a while.<br /><br />I can't really recommend ""Frightmare"" to anyone who didn't grow up watching cheap movies like this on late night cable back in the '80s. ""Modern Horror"" fans will doubtlessly find ""Frightmare"" incredibly slow moving and goofy. If you came of age in that magical decade, however, you may get a blast of nostalgia from ""Frightmare."" Fans of Jeffrey (""Re-Animator"") Combs may also want to check it out, as the future Dr. West appears in an early role here as one of the unlucky film students.<br /><br />I will advise the reader to avoid the version of this film on the EastWestDVD label (paired with Roy Ward's ""Vault of Horror"" and sold at dollar stores) because the print quality is terrible. I'm told the film has gotten a deluxe release via the fine folks at Troma, which seems appropriate. If you're a Troma kind of person then ""Frightmare"" will be right up your alley.",29.88365233244058,". ""Therozenening"" and a epic one story about It film, to have trying to make the best of a horror80s horror'40s horror with with with a modern of of a modern-newoding '80s.asher genre. The's't a original,it because to the little flaws issues), but the fact-than-stellar cast of the cast), characters actors), but it's manages a place. and because to the fact, ofandically than most rest's) of the director- director, vonr. who plays the old, many star star namedplayed the D). who ""Thenie""cliffeinger.""
 the same of the film, see a young-been, movie, a tries trying a movie for aistry. a see learn that he' Rat Rat a real of a jerk--toity guy anda donna..off. He like we think you's't get more more creepyhingAmericanable, he director for (ates him for being up big- a camerapteenth time. then director man- him off the cliff. get death. The, but?
 is goes the of who a bar party and convention theater and where for's a heart attack and the process of the performance and the. is dies up in in the old. for be.
,isty and by this's door, Conrad's to get a with the few old partner and shootingackinging her with a bottle. he can dies the door..
's a seen to rest in a'fashion, the hotel- hotel-stone a cameras and the entranceasket. a is be a messages games to his's. the to want the see for respects.br />><br />
's a this point that the film are the school club Movie Club come to take homage a funeral tribute homage- visit. which the his house and taking him body to to. them. a after out party. TheThe to a style of a, but it, it kids the who a adult80s movie movie.) I is it place in.) The kids Horror are the night in a with Conrad, family, in a chair where honor, and for pictures with him, then having to it body. it. which they it's his body in the back. where to bury to to his home. the next. The the end, the. Mayzoff is the over the death of her son's body, decides a the the friend to to help and helpfix out Conrad's the psychiccluded. The know see much see out what psychic of the. The the's't in fan good guy, the, he's not like of a surprise to assume that he was't be able better to to the. The friends Rat a with Conrad's he is-entakens to his creepylish off fashion, with proceeds the next of the night tryingoned around the cemetery of the college' dorm haunted dorm, looking up the dead ladies- and by one. The is the the movie really apart. The flashbacks of Conrad and around the roomsways, ""I, What that there?"" and replacedsp with the flashbacks of dialogue,the're get a few goodarly sceneitation scene, but is a only of the movie). and the movie scene minutes are get out thatand TO than we of-seriousense, I have guessed out) whole thing)) it, I're not the '80s horror movie, that they whole way to get the evil is to kill rid to body back to his rightful. it belongs. The movie pacing of a by by a few of pointless, and a-,,, up a few that by of entirely of old effects. than the.whichats, explosionsans, screamsans, etcling and and.). and is a annoying as a while.br /><br />The'm't help say thisFrightmare"" enough anyone,'s't watch up with "", like "". TV night.. in the day90s. ItF Horror Story is will probablylessly be itFrightmare"" to entertaining and and boring, It you're to age in the era time, you, you'll have a little of "" for thisFrightmare"" The of the DahThevengeAnimator"") andbs will find find to check out out. as it film of. Frankenstein is to the episode version in. a of the main survivors's.br /><br />The'm admit you reader to watch the "" of "" review that DVD DVD Coast. site.whichusing with the's's ""Fampire of the"" and "" separately a stores) if it movie version is so. The've not that film is a a lotuxe edition, the DVD folks at theoho, but is to given The you're looking fanroma fan of person, youFrightmare"" is be a up your alley.",gpt2
"I don't get it! The teenage leads in ""Horror Star"" supposedly all are devoted horror fans, yet when their favorite idol (Conrad Radzoff) passes away, they dig up his corpse and do all sorts of disrespectful stuff with it, like disco-dancing it around the house and throw food leftovers at it. That doesn't sound like something real horror fans would do, now does it? I'm a big horror fan and I immensely idolize departed icons like Vincent Price, Peter Cushing and Boris Karloff, but it would never come to my mind to ridicule their memory. No wonder Conrad comes back from the dead  admittedly, after a séance  to wipe them all off the face of the earth! Mr. Radzoff already wasn't known for his friendliness in life, since he occasionally killed the directors that disagreed with his visions, and even after his death he suffers from a tremendous ego. Even inside his tomb there are video messages to petrify possible visitors and the group of teenagers will vividly experience that he also enjoys the murdering business outside his film sets. ""Horror Star"" (a.k.a. ""Frightmare"" and ""Body Snatchers"") is a pretty lame 80's horror flick, but there are a handful of cheesy & gory highlights to enjoy. The film mainly suffers from its own stupid plot, since no one  not even a film school student  is stupid enough to steal a recently buried corpse and actually think he'll get away with it, and there are too many tedious moments to struggle through. Conrad's video-speeches from beyond the grave are overly talkative and definitely undermine the tension, but on the other hand his killing methods are pleasingly inventive. One teenager enjoys the experience of getting cremated alive and another one (Jeffrey Combs in one of his first roles!) loses his head in a delightful decapitation sequence. In the absolute messiest sequence, a poor girl' head is crushed by a coffin. Writer/director Norman Thaddeus Vane wanted to bring homage to vintage horror cinema and he obviously how to make film look sinister. The locations and scenery are great, but Vane lacked the necessary funds to provide his film with a proper continuity and editing-job. The acting performances are overall decent, with Ferdy Mayne (imitating Christopher Lee) and Jeffrey Combs delivering the most memorable roles. ""Horror Star"" can hardly be called a must-see or even a good film, but it's worth tracking down in case you're an admirer of enthusiastically made B-horror.",47.77568991287205,".'t know it. I only girl are theTheror"""" are haveudes male to fans, but they they parents character isandnie)fordinsky) is away, they're up the ashes and bury the sorts of things things. it. including "" dancingdancing, up in house, then it at over at it.
's't make like a that horror fans would do. but does it?
 mean not big fan fan, I'm enjoyize the characters like John Price, but Jacksonushing, John Karloff. but I's be happen to pass attention that see them work of
, they Rad back to the dead with��, he all longabbance with� and say out all out the face of the earth.
. Radzoff is has't a for his horrorliness, the, but he was made people kids of he with him ideas. but he though he death, was from a mental amount.
 if the own, is some games from hisrifiedify him victims, to ghosts of people who be remember the he was had killing company of of of tomb studio.
Horror Star"" is19.k.a. ""Horrozenening"") or ""Hor ofatcherchers"") is a horror good movies horror film, but it are some few of good, cheesyory scenes that be. The first is focuses from the lack uniqueness, but it one really�ever even the director director teacher,� can allowed enough to know a camera deceased corpse from then kill it is be it with it. and the are no many other and to list with. The Rad death messagegameakers are the the grave are a sentimentalative, he not the film of but the the whole hand, voice of are pretty and effective and The of is the fact of watching aated,, then is iswhorey Deanbs) "" of the videos films) is his mind in a car sceneitation.. The the end worst of of of Conrad group man is body is thrown to a giant, The/director/ Reedorseus (. ( to make the to the horror films, the did didnled do it that like. The film are the are so, but theane's the imagination depth to make the own with the realistic atmosphere. atmosphere.wise. The film is are also great, but theris and and aswhoagine the Walk) as Michael Combs ( the most memorable performances. TheHorror Star"" is be be described a horror-see for a a must movie, but it's still a down and order you're looking oldr of the- horror-mror films",gpt2
"Conrad Radzoff(Ferdy Mayne), a hammy cult icon, dies from a heart ailment(not before disposing of an ungrateful assistant and TV commercial director, both of whom disrespected him with showers of insults). His body is removed from his mausoleum by some film students(they wish to ""invite him to dinner""..they are quite big fans). What these kids(..including a young Jeffrey Combs)don't expect is that Radzoff will be resurrected by a medium to wreak havoc on those who removed him from his place of rest.<br /><br />The list of violent acts include Radzoff pulling one guy's tongue out, setting a woman on fire, elevating a casket which crushes a woman's face, decapitates one fellow, and cremates another guy alive in a coffin. A really weird soundtrack and pesky fog wraps around Radzoff's ghoulish activities.<br /><br />Silly hokum from Troma is limited by a very, very low budget and slowwwwww pace. The film feels a lot longer than it is. The film isn't really that gory and we can hardly see much violence because the film is often too damn dark. At times, Radzoff is an ominous presence, yet at other times he just looks real silly.",54.69286347447294,".'siinsky,Rdinand)nard) and formerlet, leader who is in a heart attackment.John to theing of his oldsoldateful wife) his star)) who of whom areowned him) their of money)
 death is found from the graveausoleum and a of-,who are to seegetite"" to the"") and) are not sure on of
 follows students arewho) the few girl Dahbs) are't know is a Radzoff will be a as the new that whichak havoc on the who have him from his m of worship.br><><br />The film of things and that:zoff's a of's hair out, throwing fire fire on fire, andating a manasket to wasushes her man's head, anditating a of member and burningaking a. with with a fire. The man bad thing is a musicgy around thezoff's headhoulish,.br /><br />Theomew,ottum, the., a to the few small very small level. is-ww.. The soundtrack is like bit like than the should, The film is't as a badhou, it don't tell the of. the film is so so long short. The least it thezoff is a annoying,. but the other times, is seems like..",gpt2
"One of the last surviving horror screen greats - Conrad Radzoff - dies and has his body placed in a mausoleum with televised-before-death snippets of the great Conrad greeting you as you visit. Unfortunately for him and his captors, Conrad's body is ""borrowed"" by a gang of four boys and three girls and taken to a huge manor where they drink with him, toast him, dance with him, laugh with and at him, and then put him to bed in a casket which just happens to by lying in a room upstairs. News of the missing body reaches Radzoff's widow and her friend(who happens to be proficient in the black arts) and she holds some kind of ceremony that brings Conrad back to life so he can, in his own words, get ""an eye for an eye, a tooth for a tooth."" Well, Frightmare is an interesting ""bad"" film. Sure, it is cheap. The sets look like they were borrowed(which I am sure they were). The special effects and blood and guts are done liberally and with little credibility. The acting is average to below average with a few exceptions. Jeffrey Combs of Re-Animator fame is in tow, but really he does little in this rather thankless role as a horror obsessed teen that needs to steal a dead man's body for kicks. None of the ""kids"" except the pretty girl playing Meg is any good. Nita Talbot plays the ""friend"" of the Radzoffs with withering interest. Also, look for the big - I mean big - guy that plays the policeman. That is Porky himself of Porkys fame. But thankfully for all of us, one performance does rise above the material. Ferdy Mayne, an oft overlooked actor from Germany who had Christopher Lee features and did star as a vampire in The Fearless Vampire Killers, does a more than commendable job as the aging horror icon in public life and a real demon of a man in private life. Conrad Radzoff in a bad human being in life, living solely for his own pleasures and we see him kill twice before he is even dead(obviously none of the swinging teens at that point). Mayne is able to look very regal, speak very elegantly, and convey menace with ease. If for no other reason, one should see Frightmare for his performance. I do; however, believe that when they showed black and white clips of Radzoff that they used Christopher Lee footage(anyone have any thoughts?). Anyway, one can guess what happens and it does indeed: Radzoff goes out and goes after the kids that disturbed his peace. Again, the formula is trite and overused. The acting for the most part is anemic, and the direction oh so ridiculous. But Mayne gives a good performance in a sea of ineptitude. Definitely worth a little peek. Watching Mayne keep popping up on screens in his mausoleum brought a wry smile to my lips each time.",45.9950852500852," of the most things members filmswriterss, the Blackcliffeinsky - was in his to own buried in a coffinausoleum. the footagestyle-the messages of his film horror Rad the with you walk the
, Conrad, his familyors, the's body is neverstrowed"" from the mysterious of thugs men who a girls. is to a haunted,or house it are and the and watch him and and with him and and with him watch him. and then, him in sleep. a coffinasket. is happens to be the there the pool with.
 of the death man comes Conradzoff's family, she husband,s is to be a in the art arts) and they is a sort of funeral to will the to to life. that can be in a own words, "" backback opportunity for an eye"". for tooth for a tooth,
, thatantzened is a interesting storystory"" movie, It, it's a, But only are like they were built from?) is'm sure is were), But sound effects are the- gore are great byally. the a or. The only is a. the average. the few exceptions. The Tambs is theelAnimator is is a the. and he, is a to the film ""less film. Conrad "" writer man. is to be the few body's body. his. The of the othergood"" are for one girls who the are really good. Theaughty isbot is the ""bad"" of the deadzoff, aacky wit. She, the at the "", and mean, - "" in is the "". He's,y,. coursey.. He,, him the us, the of is not to the rest. Theris, is plays the actor- director, the, plays a Nolan's on was a in a young in the Darkless,,ers, is a great than decentable job as a "", star. this.. in very- in the man. a life. He Radzoff is his movie way form. a. and in in himself own amusement. pleasure all him in his as he dies able dead.whichviously). of this other, in the point are Thene is a to do like muchal and but very wellantly and and is a and a. The you some other reason than he of not Mayightmare as what own as The would not I, I that the you are it and white footage of thezoff's were were to Lee's.whichone who seen idea on I, I of only that the next what is not look thezoff is to of kills to the "". are him family. He, I kids is simpleite and theused. The kids is the film part is average average. but the only is so much. The thene is the great performance and this very of bad,. The a a watch more.
 thene's the up in the is the ownausoleum is me sensery sense to my face. time I",gpt2
"My parents used to rent a lot of horror movies when I was a child. We loved watching them even when they were bad they made for some enjoyment. This was one such movie, kind of hard to review as I have only seen it the one time as a child, but it is not anything I want to track down again so I can do a more in-depth review. The story has some old horror actor legend dying. I seem to remember he acted a bit like an over the top Vincent Price, without being likable and classy. He commits murders and dies, but what is this? Is the movie over already? No, as some kids for some reason snag the body and are prepared for a fun night of being killed by the ham from beyond the grave. I remember the murders were nothing all that special after the first couple and I remember this movie was rather disappointing. Seemed to have a good premise, but it just failed to deliver the goods as more cool kills were needed and that super horror actor needed to add a bit to his repertoire.",44.96811921037197,"
 were to tell a house of rooms movies. I was younger kid. I would them them, though we were in. were us a of. I is the of movie. and of like to watch, it was no seen it once first time I a kid. but it was a bad I would to spoil down.. I will just it little thorough depthdepth review.
 movie is a interesting school elements whoaries in He think to remember him was as lot like a old- top version Price character but the tooable. not. I was suicide and is in but he he the guy He this movie aboutrated? I, it I of will the reason will a movie of start left to the murder death out horror murdered. a killerster the the grave. I think watching movie being so like that bad, all first few of I was the movie being a boring. Iemed like be a lot ending and but it was didn to make on kind. I and horror were made. the was creepy movie was to be some bit of the character.",gpt2
"Frightmare begins with a horror movie icon killing a director and then his servant before he is laid to rest. This icon, who has some Christopher Lee qualities to him, then continues to haunt those around him when a group of horror film society students steal his corpse from the mausoleum he is in.<br /><br />The first ten minutes is well-filmed, good writing and lots of potential for murderous mayhem. But the film drags in the middle (although thankfully not as much as ""House of Death"") and never really gets that initial spurt of energy back.<br /><br />Lots of the deaths are confusing, as they seem to have people just falling over scared when they see a floating coffin or other odd things. Twice we see poisonous gas being used. But the box promises that this horror star will be the embodiment of all the monsters he has played. Boy, is that false advertising, unless he spent his career playing boring old men who take naps and watch ""Matlock"".<br /><br />The general principle of the film is decent: horror society kids stealing a corpse of a dead icon. A modern equivalent (digging up Vincent Price or Peter Cushing) would make a great film. Maybe a remake is in order if that wouldn't be too disrespectful. Sometimes theory doesn't come across as well in application, and this film offers that example.<br /><br />The only redeeming quality of this film (besides the beginning) is the brief appearance of a very young Jeffrey Combs. I saw him and thought ""that's Jeffrey Combs"" but felt I was mistaken as the box never mentioned him. But sure enough, Combs was present. (A note to this movie's film-makers: mention Combs on the cover of the DVD, you'll sell more copies if if you would be deceiving customers.) If you're a Jeffrey Combs die-hard, check out this early role. Otherwise, I cannot offer this as a great selection for a horror movie marathon. Let me suggest ""Intruder"" or ""Popcorn"", as those are both pretty decent and will stand the test of time.",38.44352607738089,".ened
 to a simple story,, a man and then a wife. he can killed to rest.
 is is who is been of Nolan references, his, is goes to kill the who him. he new of people movie fans members are his film. the schoolausoleum. was in.br />><br />The film time minutes of a-pacedmed, with for, a of action for action action. The the second isags on the audience ofand it not too long as theThe of Cards"" and the really gets to much thrillooky of gore..br /><br />The of gore action are pretty and but the are to be been in waiting for each and they see the ghost corpse. a body objects. The the see a snakes and used to The the film office to the is movie will be a one of the things horror in's created in He, did he a.. but you's a entire playing a, men who are theiraps and then TVTheilda and<br /><br />The second plot of the film is that, the is is are the corpse from a director director is But lot day ofandging up the Price's the Sellushing) is be a great movie. But it little of in the. the's't be too much to But it is't work into as good as the. but the is is a..br /><br />The film probleming quality of this film isandesides the fact) is that fact, of a character nice, Dahbs. He think this in he hethis's a Combs"". but I that was missing. he film office really that. He he enough, hebs is a in HeI few on the:'s critics criticgoers: if Combs if the cover of your film if and'll be out copies than you you buy like willingiving yourself.)< you're a fan Combs fanhardhard, you out this movie version- He, you'd recommend any as a "" movie of a horror movie..<'s know thatTheouder"" as ""Theeye Time which well are the great good. well be up test of time.",gpt2
